#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-29T22:56:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5cc604a26b63	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:V/19&tab:{V/19/data}&key:source=V/19/data&HTTPPRM:&&-ref=VIZ5cc604a26b63&-file=.&-oc.form=sexa&-order=I&-out.form=verb&-out=Cl&-out=N&-out=ID&-out=B-V&-out=Vmag&-out=LC&-out=log.Teff&-out=logL&-out=Age&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=V/19/data
#-order=I
#-out=log.Teff
#-out=logL
#

#RESOURCE=yCat_5019
#Name: V/19
#Title: Masses and Ages of Stars in 68 Open Clusters (Piskunov 1980)
#Table	V_19_data:
#Name: V/19/data
#Title: Data for individual stars
#Column	log.Teff	(F6.3)	Logarithm of effective temperature	[ucd=phys.temperature.effective]
#Column	logL	(F5.2)	Logarithm of luminosity	[ucd=phys.luminosity]
log.Teff;logL
 3.941; 1.32
 3.559; 1.94
 3.579; 1.81
 3.847; 1.27
 3.771; 1.30
 3.753; 1.31
 3.613; 1.62
 3.927; 1.29
 3.768; 1.30
 3.828; 1.27
 3.604; 1.63
 3.923; 1.26
 3.621; 1.57
 3.789; 1.25
 3.862; 1.23
 3.975; 1.30
 3.606; 1.60
 3.588; 1.69
 3.638; 1.47
 3.600; 1.61
 3.613; 1.56
 3.440; 2.65
 3.747; 1.24
 3.822; 1.20
 3.771; 1.22
 3.936; 1.22
 3.828; 1.18
 3.766; 1.21
 3.725; 1.24
 3.753; 1.21
 3.700; 1.27
 3.969; 1.23
 3.969; 1.23
 3.877; 1.16
 3.877; 1.16
 3.877; 1.16
 3.892; 1.16
 3.892; 1.16
 3.892; 1.16
 3.798; 1.17
 3.927; 1.18
 3.885; 1.15
 3.885; 1.15
 3.885; 1.15
 3.914; 1.17
 3.806; 1.16
 3.717; 1.23
 3.881; 1.14
 3.881; 1.14
 3.881; 1.14
 3.844; 1.14
 3.795; 1.15
 3.950; 1.18
 3.588; 1.61
 3.975; 1.20
 3.981; 1.21
 3.854; 1.12
 3.780; 1.14
 3.789; 1.14
 3.858; 1.11
 3.576; 1.66
 3.941; 1.14
 3.888; 1.11
 3.822; 1.10
 3.784; 1.12
 3.873; 1.10
 3.873; 1.10
 3.873; 1.10
 3.822; 1.10
 3.766; 1.13
 3.892; 1.09
 3.594; 1.53
 3.702; 1.19
 3.869; 1.08
 3.869; 1.08
 3.869; 1.08
 3.738; 1.12
 3.847; 1.07
 3.806; 1.07
 3.918; 1.07
 3.905; 1.06
 3.847; 1.05
 3.841; 1.05
 3.941; 1.09
 3.981; 1.13
 3.642; 1.30
 3.642; 1.30
 3.841; 1.05
 3.847; 1.04
 3.825; 1.04
 3.918; 1.05
 3.662; 1.23
 3.662; 1.23
 3.662; 1.23
 3.858; 1.03
 3.858; 1.03
 3.858; 1.03
 3.825; 1.03
 3.909; 1.03
 3.686; 1.16
 3.668; 1.19
 3.668; 1.19
 3.668; 1.19
 3.789; 1.03
 3.782; 1.03
 3.900; 1.02
 3.847; 1.00
 3.918; 1.01
 3.613; 1.34
 3.865; 0.98
 3.825; 0.99
 3.682; 1.12
 3.841; 0.97
 3.862; 0.97
 3.862; 0.97
 3.862; 0.97
 3.798; 0.97
 3.945; 0.99
 3.800; 0.96
 3.909; 0.96
 3.963; 1.00
 3.994; 1.04
 3.786; 0.96
 3.877; 0.94
 3.869; 0.94
 3.896; 0.94
 3.822; 0.94
 3.738; 0.98
 3.914; 0.94
 3.822; 0.93
 3.828; 0.92
 3.789; 0.94
 3.775; 0.94
 3.888; 0.91
 3.822; 0.91
 3.841; 0.90
 3.841; 0.90
 3.841; 0.90
 3.881; 0.90
 3.847; 0.89
 3.847; 0.89
 3.847; 0.89
 3.877; 0.90
 4.075; 1.12
 3.761; 0.93
 3.793; 0.90
 3.816; 0.89
 3.950; 0.92
 3.768; 0.91
 3.714; 0.96
 3.892; 0.87
 3.844; 0.87
 3.844; 0.87
 3.844; 0.87
 3.881; 0.86
 3.803; 0.87
 3.844; 0.86
 3.844; 0.86
 3.844; 0.86
 3.888; 0.86
 3.686; 1.00
 3.803; 0.86
 3.825; 0.86
 3.786; 0.87
 3.694; 0.96
 3.795; 0.85
 3.800; 0.85
 3.793; 0.85
 3.892; 0.83
 3.761; 0.87
 3.850; 0.82
 3.847; 0.82
 3.888; 0.83
 3.623; 1.14
 3.877; 0.82
 3.837; 0.82
 3.837; 0.82
 3.837; 0.82
 3.795; 0.83
 3.828; 0.81
 3.828; 0.81
 3.828; 0.81
 3.784; 0.83
 3.800; 0.82
 3.746; 0.85
 3.847; 0.80
 3.862; 0.79
 3.819; 0.80
 3.819; 0.80
 3.819; 0.80
 3.731; 0.86
 3.909; 0.80
 3.782; 0.81
 3.888; 0.79
 3.819; 0.80
 3.819; 0.80
 3.819; 0.80
 3.764; 0.82
 3.806; 0.80
 3.862; 0.79
 3.918; 0.81
 3.791; 0.80
 3.945; 0.82
 3.819; 0.78
 3.819; 0.78
 3.819; 0.78
 3.828; 0.77
 3.828; 0.77
 3.828; 0.77
 3.854; 0.76
 3.816; 0.77
 3.816; 0.77
 3.816; 0.77
 3.775; 0.78
 3.837; 0.76
 3.761; 0.79
 3.777; 0.78
 3.791; 0.77
 3.822; 0.75
 3.822; 0.75
 3.822; 0.75
 3.775; 0.77
 3.806; 0.75
 3.752; 0.77
 3.784; 0.76
 3.795; 0.75
 3.831; 0.74
 3.841; 0.72
 3.881; 0.72
 3.822; 0.73
 3.822; 0.73
 3.822; 0.73
 3.854; 0.71
 3.850; 0.71
 3.822; 0.71
 3.822; 0.71
 3.822; 0.71
 3.877; 0.70
 3.806; 0.71
 3.806; 0.71
 3.806; 0.71
 3.822; 0.70
 3.822; 0.70
 3.822; 0.70
 3.873; 0.68
 3.816; 0.69
 3.816; 0.69
 3.816; 0.69
 3.914; 0.68
 3.844; 0.66
 3.837; 0.66
 3.896; 0.66
 3.877; 0.65
 3.791; 0.67
 3.816; 0.65
 3.816; 0.65
 3.816; 0.65
 3.844; 0.63
 3.816; 0.63
 3.854; 0.58
 3.793; 0.59
 3.793; 0.59
 3.793; 0.59
 3.777; 0.44
 3.777; 0.44
 3.777; 0.44
 3.816; 0.27
 3.739; 0.13
 3.739; 0.13
 3.739; 0.13
 3.656; 2.19
 3.656; 2.19
 3.656; 2.19
 3.888; 1.97
 3.623; 2.27
 3.623; 2.27
 3.623; 2.27
 3.662; 2.06
 3.662; 2.06
 3.662; 2.06
 3.752; 1.88
 4.100; 2.08
 3.698; 1.90
 3.704; 1.89
 3.702; 1.87
 3.713; 1.84
 3.888; 1.73
 3.723; 1.79
 3.717; 1.77
 3.702; 1.79
 3.713; 1.77
 3.706; 1.77
 3.702; 1.76
 3.698; 1.75
 3.702; 1.74
 3.708; 1.71
 3.704; 1.70
 3.694; 1.72
 3.708; 1.69
 3.713; 1.67
 3.717; 1.66
 3.694; 1.68
 3.682; 1.65
 3.865; 1.48
 3.710; 1.54
 3.793; 1.42
 3.822; 1.40
 3.789; 1.41
 3.865; 1.38
 3.837; 1.37
 3.847; 1.36
 3.809; 1.37
 3.758; 1.39
 3.837; 1.30
 3.905; 1.29
 3.905; 1.29
 3.905; 1.29
 3.854; 1.28
 3.831; 1.27
 3.806; 1.27
 4.062; 1.46
 3.873; 1.25
 3.816; 1.25
 3.844; 1.24
 3.869; 1.24
 3.877; 1.23
 3.865; 1.22
 3.822; 1.22
 3.900; 1.22
 3.900; 1.22
 3.900; 1.22
 3.900; 1.21
 3.900; 1.21
 3.900; 1.21
 4.030; 1.36
 3.837; 1.20
 3.865; 1.20
 3.862; 1.20
 3.706; 1.30
 3.837; 1.20
 3.850; 1.19
 3.869; 1.19
 3.854; 1.18
 3.877; 1.18
 3.825; 1.18
 3.862; 1.17
 3.854; 1.17
 3.825; 1.16
 3.885; 1.15
 3.885; 1.15
 3.885; 1.15
 3.780; 1.16
 3.873; 1.13
 3.873; 1.13
 3.873; 1.13
 3.881; 1.12
 3.881; 1.12
 3.881; 1.12
 3.847; 1.11
 3.862; 1.11
 3.885; 1.11
 3.885; 1.11
 3.885; 1.11
 3.854; 1.10
 3.831; 1.10
 3.841; 1.09
 3.896; 1.10
 3.909; 1.10
 3.831; 1.09
 3.837; 1.08
 3.865; 1.08
 3.865; 1.08
 3.865; 1.08
 3.896; 1.08
 3.905; 1.08
 3.892; 1.07
 3.945; 1.10
 3.885; 1.06
 3.905; 1.06
 3.819; 1.06
 3.877; 1.05
 3.862; 1.05
 3.862; 1.05
 3.862; 1.05
 3.969; 1.11
 3.885; 1.05
 3.858; 1.04
 3.858; 1.04
 3.858; 1.04
 3.896; 1.04
 3.881; 1.02
 3.905; 1.03
 3.858; 1.02
 3.858; 1.02
 3.858; 1.02
 3.896; 1.02
 3.905; 1.02
 3.905; 1.02
 3.862; 1.01
 3.862; 1.01
 3.862; 1.01
 3.888; 1.01
 3.862; 1.00
 3.862; 1.00
 3.862; 1.00
 3.932; 1.02
 3.881; 0.99
 3.881; 0.99
 3.819; 0.99
 3.881; 0.99
 3.834; 0.99
 3.892; 0.99
 3.896; 0.98
 3.896; 0.98
 3.877; 0.97
 3.847; 0.97
 3.847; 0.97
 3.847; 0.97
 3.854; 0.96
 3.854; 0.96
 3.854; 0.96
 3.873; 0.96
 3.932; 0.98
 3.816; 0.96
 3.858; 0.95
 3.858; 0.95
 3.858; 0.95
 3.828; 0.95
 3.888; 0.95
 3.892; 0.95
 3.885; 0.94
 3.816; 0.93
 3.881; 0.92
 3.834; 0.91
 3.819; 0.91
 3.862; 0.89
 3.885; 0.89
 3.825; 0.88
 3.885; 0.87
 3.869; 0.87
 3.900; 0.87
 3.854; 0.84
 3.825; 0.84
 3.834; 0.83
 3.834; 0.83
 3.834; 0.83
 3.918; 0.85
 3.837; 0.81
 3.837; 0.81
 3.837; 0.81
 3.834; 0.81
 3.834; 0.81
 3.834; 0.81
 3.828; 0.80
 3.828; 0.80
 3.828; 0.80
 3.873; 0.79
 3.873; 0.79
 3.819; 0.79
 3.819; 0.79
 3.819; 0.79
 3.822; 0.78
 3.822; 0.78
 3.822; 0.78
 3.850; 0.77
 3.837; 0.76
 3.858; 0.74
 3.865; 0.74
 3.841; 0.73
 3.865; 0.73
 3.847; 0.72
 3.858; 0.72
 3.847; 0.70
 3.858; 0.69
 3.837; 0.68
 3.905; 0.68
 3.865; 0.67
 3.847; 0.66
 3.831; 0.66
 3.837; 0.64
 3.834; 0.64
 3.828; 0.60
 3.837; 0.59
 3.854; 0.57
 3.825; 0.57
 3.819; 0.57
 3.844; 0.55
 3.847; 0.54
 3.621; 2.17
 3.621; 2.17
 3.621; 2.17
 3.713; 1.86
 3.606; 2.11
 3.670; 1.89
 3.670; 1.89
 3.670; 1.89
 3.672; 1.87
 3.672; 1.87
 3.672; 1.87
 3.727; 1.77
 3.656; 1.77
 3.656; 1.77
 3.656; 1.77
 3.662; 1.75
 3.662; 1.75
 3.662; 1.75
 3.834; 1.56
 3.704; 1.64
 3.760; 1.57
 3.869; 1.53
 3.981; 1.56
 3.662; 1.66
 3.662; 1.66
 3.662; 1.66
 3.684; 1.61
 3.858; 1.43
 3.975; 1.48
 3.708; 1.47
 3.941; 1.39
 3.914; 1.34
 3.914; 1.34
 3.914; 1.34
 3.877; 1.29
 3.710; 1.35
 3.862; 1.23
 3.885; 1.19
 3.885; 1.19
 3.885; 1.19
 3.873; 1.18
 3.892; 1.16
 3.892; 1.15
 3.936; 1.18
 3.858; 1.05
 3.905; 1.04
 3.950; 1.08
 3.869; 1.00
 3.873; 0.99
 3.900; 0.98
 3.873; 0.97
 3.888; 0.97
 3.881; 0.96
 3.862; 0.95
 3.847; 0.91
 3.847; 0.91
 3.847; 0.91
 3.905; 0.92
 3.825; 0.92
 3.877; 0.86
 3.918; 0.86
 3.862; 0.82
 3.854; 0.76
 3.918; 0.77
 3.828; 0.74
 3.828; 0.74
 3.828; 0.74
 3.885; 0.73
 3.803; 0.73
 3.813; 0.72
 3.813; 0.72
 3.813; 0.72
 3.850; 0.70
 3.822; 0.71
 3.822; 0.71
 3.822; 0.71
 3.873; 0.70
 3.858; 0.70
 3.813; 0.70
 3.813; 0.70
 3.813; 0.70
 3.834; 0.70
 3.869; 0.65
 3.844; 0.63
 3.854; 0.62
 3.834; 0.62
 3.862; 0.60
 3.854; 0.58
 3.793; 0.58
 3.793; 0.58
 3.793; 0.58
 3.841; 0.55
 3.816; 0.51
 3.847; 0.49
 3.825; 0.45
 3.793; 0.45
 3.597; 2.62
 3.873; 2.14
 3.702; 2.24
 3.702; 2.24
 3.702; 2.24
 3.568; 2.64
 3.676; 2.08
 3.676; 2.08
 3.676; 2.08
 3.936; 1.89
 3.694; 1.97
 3.694; 1.97
 3.694; 1.97
 3.941; 1.86
 3.694; 1.94
 3.684; 1.92
 3.684; 1.92
 3.684; 1.92
 3.713; 1.85
 3.713; 1.85
 3.888; 1.69
 4.000; 1.78
 4.062; 1.87
 3.936; 1.67
 3.927; 1.64
 3.975; 1.68
 4.183; 2.07
 4.020; 1.71
 3.950; 1.54
 3.950; 1.54
 3.950; 1.54
 3.988; 1.53
 3.969; 1.50
 3.988; 1.51
 4.062; 1.60
 4.062; 1.57
 4.000; 1.42
 3.994; 1.40
 3.950; 1.26
 3.914; 1.21
 4.075; 1.41
 3.956; 1.22
 3.994; 1.23
 3.950; 1.17
 3.945; 1.16
 3.950; 1.12
 3.941; 1.06
 3.945; 1.06
 3.905; 0.97
 3.914; 0.97
 3.896; 0.93
 3.844; 0.84
 3.847; 0.81
 3.865; 0.78
 3.881; 0.76
 3.837; 0.74
 4.167; 2.61
 4.075; 2.26
 4.225; 2.52
 4.117; 2.23
 4.212; 2.45
 3.831; 1.85
 4.100; 2.11
 4.200; 2.33
 4.117; 2.12
 4.087; 2.04
 3.914; 1.79
 4.150; 2.12
 3.896; 1.72
 3.733; 1.77
 4.030; 1.83
 4.117; 1.97
 3.638; 1.83
 3.638; 1.83
 3.638; 1.83
 3.865; 1.55
 3.969; 1.60
 3.623; 1.85
 3.822; 1.52
 4.062; 1.71
 3.803; 1.47
 3.698; 1.57
 3.668; 1.61
 4.000; 1.53
 3.844; 1.41
 3.932; 1.43
 3.932; 1.43
 3.932; 1.43
 3.365; 3.28
 3.841; 1.39
 3.704; 1.48
 3.981; 1.44
 3.715; 1.44
 4.040; 1.50
 3.253; 3.88
 3.672; 1.49
 3.715; 1.40
 3.650; 1.52
 3.650; 1.52
 3.650; 1.52
 3.969; 1.36
 3.936; 1.32
 3.981; 1.32
 3.662; 1.41
 3.662; 1.41
 3.662; 1.41
 3.927; 1.24
 3.680; 1.33
 3.994; 1.28
 3.994; 1.26
 3.975; 1.20
 3.668; 1.30
 3.668; 1.30
 3.668; 1.30
 3.909; 1.13
 3.927; 1.14
 3.078; 4.69
 3.877; 1.09
 3.877; 1.09
 3.877; 1.09
 3.678; 1.21
 3.682; 1.18
 3.900; 1.02
 3.905; 1.01
 3.932; 1.02
 3.877; 0.94
 3.858; 0.92
 3.888; 0.93
 3.858; 0.88
 3.885; 0.86
 3.877; 0.86
 3.909; 0.85
 3.850; 0.84
 3.873; 0.84
 3.841; 0.83
 3.841; 0.83
 3.841; 0.83
 3.927; 0.85
 3.869; 0.80
 3.885; 0.79
 3.892; 0.79
 3.905; 0.79
 3.847; 0.74
 3.834; 0.73
 3.858; 0.72
 3.837; 0.72
 3.892; 0.69
 3.828; 0.68
 3.819; 0.66
 3.841; 0.64
 3.816; 0.65
 3.816; 0.65
 3.816; 0.65
 3.819; 0.63
 3.800; 0.64
 3.800; 0.64
 3.800; 0.64
 3.837; 0.62
 3.813; 0.61
 3.847; 0.53
 3.789; 0.54
 3.789; 0.54
 3.789; 0.54
 3.844; 0.52
 3.822; 0.50
 3.837; 0.49
 3.854; 0.48
 3.858; 0.48
 3.854; 0.46
 3.837; 0.43
 3.803; 0.43
 3.800; 0.42
 3.819; 0.40
 3.819; 0.39
 3.834; 0.36
 3.798; 0.37
 3.795; 0.33
 3.789; 0.25
 3.831; 0.23
 3.780; 0.24
 3.828; 0.19
 3.766; 0.18
 3.791; 0.16
 3.777; 0.11
 3.782; 0.08
 3.988; 2.15
 4.020; 2.09
 4.000; 2.06
 4.000; 1.85
 4.000; 1.85
 4.000; 1.85
 3.981; 1.71
 3.963; 1.60
 3.950; 1.54
 3.950; 1.54
 3.950; 1.54
 3.981; 1.36
 3.963; 1.27
 3.900; 1.14
 3.936; 1.15
 3.941; 1.11
 3.927; 1.08
 3.881; 1.06
 3.905; 1.04
 3.896; 0.89
 3.936; 0.85
 3.862; 0.70
 3.850; 0.63
 3.819; 0.56
 3.791; 0.33
 3.597; 2.63
 3.963; 2.07
 3.706; 2.07
 3.706; 2.07
 3.706; 2.07
 3.994; 2.05
 3.969; 1.95
 3.715; 1.90
 4.010; 1.84
 3.975; 1.79
 4.010; 1.80
 3.981; 1.67
 3.994; 1.67
 3.950; 1.58
 3.950; 1.58
 3.950; 1.58
 3.945; 1.56
 3.945; 1.56
 3.945; 1.56
 3.932; 1.42
 3.932; 1.42
 3.932; 1.42
 3.945; 1.41
 3.923; 1.38
 3.923; 1.38
 3.923; 1.38
 3.981; 1.38
 3.936; 1.28
 3.927; 1.21
 3.963; 1.09
 3.941; 1.01
 3.905; 0.96
 3.896; 0.83
 3.900; 0.83
 3.873; 0.82
 3.881; 0.81
 3.881; 0.74
 3.837; 0.51
 3.798; 0.49
 3.825; 0.41
 3.816; 0.41
 4.117; 2.86
 4.133; 2.79
 4.133; 2.79
 4.133; 2.79
 4.100; 2.57
 4.100; 2.57
 4.100; 2.57
 4.200; 2.75
 4.167; 2.66
 4.087; 2.47
 4.087; 2.47
 4.087; 2.47
 4.117; 2.49
 4.133; 2.43
 4.238; 2.55
 4.133; 2.23
 4.087; 2.06
 4.117; 2.08
 4.030; 1.85
 4.020; 1.77
 4.030; 1.76
 4.117; 1.89
 4.100; 1.84
 4.010; 1.58
 4.050; 1.62
 3.963; 1.48
 4.030; 1.55
 3.652; 1.56
 3.652; 1.56
 3.652; 1.56
 3.956; 1.35
 3.941; 1.31
 3.963; 1.31
 3.975; 1.31
 3.988; 1.31
 4.000; 1.31
 3.981; 1.28
 3.975; 1.16
 3.900; 1.05
 3.936; 1.07
 3.909; 1.01
 3.923; 0.98
 3.877; 0.96
 3.885; 0.92
 3.905; 0.86
 4.569; 5.88
 4.569; 5.88
 4.569; 5.88
 4.564; 5.83
 4.564; 5.83
 4.564; 5.83
 4.850; 6.12
 5.350; 7.42
 5.050; 6.55
 4.800; 5.80
 4.450; 4.72
 4.450; 4.72
 4.450; 4.72
 4.600; 4.91
 4.450; 4.32
 4.283; 3.88
 4.700; 4.94
 4.250; 3.57
 4.350; 3.80
 4.183; 3.28
 4.400; 3.79
 4.238; 3.38
 4.238; 3.38
 4.238; 3.38
 4.238; 3.35
 4.238; 3.35
 4.238; 3.35
 4.050; 2.87
 4.238; 3.26
 4.225; 3.23
 4.238; 3.22
 4.375; 3.54
 4.300; 3.34
 4.238; 3.16
 4.212; 3.09
 4.133; 2.88
 4.117; 2.82
 4.200; 3.00
 4.375; 3.42
 4.375; 3.41
 4.062; 2.68
 4.133; 2.79
 4.133; 2.79
 4.133; 2.79
 4.100; 2.58
 4.225; 2.88
 4.117; 2.60
 4.117; 2.60
 4.117; 2.60
 4.300; 3.04
 4.200; 2.75
 4.167; 2.66
 4.200; 2.73
 4.350; 3.09
 4.200; 2.68
 4.212; 2.68
 4.020; 2.24
 4.100; 2.21
 4.100; 2.19
 4.062; 2.11
 3.702; 2.12
 3.702; 2.12
 3.702; 2.12
 3.721; 2.05
 4.400; 2.94
 3.704; 2.02
 5.450; 5.76
 4.075; 2.06
 3.727; 1.87
 3.752; 1.75
 3.710; 1.76
 4.400; 2.66
 3.813; 1.66
 3.719; 1.73
 3.725; 1.72
 3.740; 1.69
 3.742; 1.68
 3.706; 1.71
 3.694; 1.71
 3.702; 1.67
 3.579; 2.09
 3.969; 1.51
 3.956; 1.45
 3.816; 1.40
 3.914; 1.37
 3.914; 1.37
 3.914; 1.37
 3.784; 1.37
 3.803; 1.34
 3.789; 1.31
 3.838; 1.28
 3.795; 1.27
 3.777; 1.27
 3.927; 1.25
 3.784; 1.23
 3.786; 1.23
 3.825; 1.20
 3.786; 1.22
 3.816; 1.19
 3.822; 1.18
 3.858; 1.15
 3.838; 1.12
 3.813; 1.12
 3.854; 1.07
 3.862; 1.05
 3.862; 1.05
 3.862; 1.05
 3.816; 1.02
 3.793; 1.02
 3.905; 1.01
 3.844; 1.00
 3.909; 1.01
 3.831; 1.00
 3.838; 0.98
 3.838; 0.98
 3.831; 0.98
 3.881; 0.97
 3.838; 0.97
 3.834; 0.96
 3.816; 0.94
 3.816; 0.94
 3.936; 0.95
 3.885; 0.91
 3.844; 0.90
 3.844; 0.90
 3.844; 0.90
 3.877; 0.90
 3.834; 0.90
 3.834; 0.90
 3.834; 0.90
 3.888; 0.89
 3.841; 0.89
 3.841; 0.89
 3.841; 0.89
 3.862; 0.88
 3.822; 0.88
 3.881; 0.88
 3.854; 0.86
 3.838; 0.86
 3.838; 0.86
 3.838; 0.86
 3.918; 0.87
 3.885; 0.85
 3.865; 0.85
 3.822; 0.85
 3.847; 0.84
 3.831; 0.83
 3.831; 0.83
 3.831; 0.83
 3.844; 0.82
 3.838; 0.80
 3.988; 0.89
 4.010; 0.91
 3.862; 0.79
 3.888; 0.78
 3.850; 0.78
 3.834; 0.78
 3.885; 0.78
 3.854; 0.76
 3.838; 0.76
 3.885; 0.77
 3.844; 0.76
 3.936; 0.79
 3.888; 0.76
 3.847; 0.75
 3.865; 0.75
 3.877; 0.75
 3.888; 0.74
 3.862; 0.74
 3.838; 0.74
 3.885; 0.73
 3.834; 0.73
 3.858; 0.73
 3.831; 0.72
 3.900; 0.72
 3.847; 0.71
 3.828; 0.72
 3.786; 0.72
 3.838; 0.69
 3.923; 0.71
 3.950; 0.72
 3.803; 0.69
 3.828; 0.68
 3.838; 0.67
 3.858; 0.67
 3.885; 0.67
 3.844; 0.66
 3.825; 0.67
 3.847; 0.66
 3.865; 0.66
 3.881; 0.66
 3.819; 0.66
 3.885; 0.65
 3.813; 0.65
 3.813; 0.65
 3.813; 0.65
 3.816; 0.65
 3.816; 0.65
 3.816; 0.65
 3.873; 0.63
 3.803; 0.63
 3.803; 0.63
 3.803; 0.63
 3.847; 0.62
 3.900; 0.62
 3.909; 0.62
 3.793; 0.62
 3.885; 0.61
 3.828; 0.60
 3.800; 0.61
 3.800; 0.61
 3.800; 0.61
 3.834; 0.59
 3.850; 0.58
 3.888; 0.59
 3.865; 0.57
 3.831; 0.58
 3.862; 0.57
 3.803; 0.58
 3.803; 0.58
 3.803; 0.58
 3.881; 0.56
 3.795; 0.57
 3.795; 0.57
 3.795; 0.57
 3.809; 0.56
 3.809; 0.55
 3.828; 0.54
 3.896; 0.54
 3.892; 0.53
 3.809; 0.54
 3.956; 0.57
 3.927; 0.54
 3.854; 0.50
 3.847; 0.50
 3.813; 0.50
 3.885; 0.50
 3.825; 0.49
 3.825; 0.49
 3.793; 0.50
 3.793; 0.50
 3.793; 0.50
 3.782; 0.50
 3.782; 0.50
 3.782; 0.50
 3.793; 0.47
 3.896; 0.44
 3.914; 0.45
 3.798; 0.43
 3.841; 0.42
 3.865; 0.40
 3.881; 0.39
 3.873; 0.38
 4.117; 3.30
 4.117; 3.30
 4.100; 2.67
 4.100; 2.67
 4.283; 2.84
 4.283; 2.84
 4.238; 2.73
 4.238; 2.73
 4.133; 2.39
 4.133; 2.39
 4.150; 2.28
 4.150; 2.28
 4.087; 2.04
 4.087; 2.04
 4.133; 2.09
 4.133; 2.09
 4.010; 1.61
 4.010; 1.61
 4.040; 1.55
 4.040; 1.55
 4.050; 1.53
 4.050; 1.53
 3.988; 1.32
 3.988; 1.32
 4.000; 1.33
 4.000; 1.33
 4.040; 1.34
 4.010; 1.23
 4.010; 1.23
 4.000; 1.21
 4.000; 1.21
 3.950; 1.14
 3.950; 1.14
 3.881; 1.07
 3.881; 1.07
 3.896; 1.03
 3.896; 1.03
 3.896; 1.03
 3.896; 1.03
 3.923; 1.00
 3.923; 1.00
 3.936; 1.01
 3.936; 1.01
 4.010; 1.09
 3.885; 0.96
 3.885; 0.96
 3.885; 0.96
 3.885; 0.96
 3.956; 0.92
 3.862; 0.84
 3.862; 0.84
 3.862; 0.84
 3.862; 0.84
 3.914; 0.85
 3.914; 0.85
 3.923; 0.85
 3.923; 0.85
 3.877; 0.78
 3.877; 0.78
 3.896; 0.78
 3.896; 0.78
 3.869; 0.75
 3.869; 0.75
 3.873; 0.74
 3.873; 0.74
 3.858; 0.73
 3.858; 0.73
 3.858; 0.73
 3.858; 0.73
 3.850; 0.68
 3.850; 0.68
 3.850; 0.68
 3.850; 0.68
 3.869; 0.66
 3.869; 0.66
 3.803; 0.63
 3.803; 0.63
 3.847; 0.57
 3.847; 0.57
 3.865; 0.57
 3.865; 0.57
 4.300; 4.06
 4.300; 4.06
 3.766; 3.03
 3.766; 3.03
 3.766; 3.03
 3.766; 3.03
 4.400; 3.75
 4.400; 3.75
 4.100; 2.88
 4.100; 2.88
 4.225; 2.98
 4.225; 2.98
 4.250; 3.03
 4.250; 3.03
 4.183; 2.83
 4.183; 2.83
 4.183; 2.83
 4.183; 2.83
 4.212; 2.79
 4.212; 2.79
 4.350; 3.12
 4.225; 2.79
 4.225; 2.79
 4.030; 2.37
 4.030; 2.37
 4.040; 2.32
 4.040; 2.32
 4.100; 2.42
 4.100; 2.42
 4.150; 2.53
 4.150; 2.53
 4.117; 2.45
 4.117; 2.45
 4.117; 2.45
 4.117; 2.45
 4.183; 2.53
 4.183; 2.53
 4.117; 2.32
 4.117; 2.32
 4.167; 2.43
 4.167; 2.43
 4.087; 2.20
 4.087; 2.20
 4.087; 2.20
 4.087; 2.20
 4.050; 2.04
 4.050; 2.04
 4.050; 2.04
 4.050; 2.04
 4.200; 2.33
 4.200; 2.33
 3.950; 1.70
 3.950; 1.70
 4.062; 1.85
 4.062; 1.85
 4.040; 1.79
 4.040; 1.79
 4.062; 1.81
 4.062; 1.81
 4.117; 1.86
 4.117; 1.86
 4.133; 1.89
 4.050; 1.70
 4.050; 1.70
 3.988; 1.49
 3.988; 1.49
 4.087; 1.60
 3.065; 5.46
 2.740; 7.36
 3.629; 1.98
 3.629; 1.98
 3.629; 1.98
 3.858; 1.67
 4.030; 1.73
 3.428; 3.09
 3.850; 1.56
 3.627; 1.85
 3.900; 1.54
 3.631; 1.83
 3.631; 1.83
 3.631; 1.83
 3.638; 1.76
 3.638; 1.76
 3.638; 1.76
 3.869; 1.48
 3.994; 1.58
 4.087; 1.73
 3.674; 1.63
 3.784; 1.48
 4.010; 1.58
 3.900; 1.46
 3.615; 1.79
 3.869; 1.42
 3.644; 1.64
 3.644; 1.64
 3.644; 1.64
 3.865; 1.40
 3.674; 1.53
 3.666; 1.54
 3.666; 1.54
 3.666; 1.54
 3.981; 1.43
 3.847; 1.35
 3.854; 1.34
 3.975; 1.31
 3.658; 1.41
 3.658; 1.41
 3.658; 1.41
 3.865; 1.16
 3.927; 1.14
 3.918; 1.12
 3.950; 1.14
 3.819; 1.05
 3.885; 1.05
 3.927; 1.02
 3.900; 0.97
 3.858; 0.95
 3.858; 0.95
 3.858; 0.95
 3.888; 0.95
 3.885; 0.88
